model,family,pair_id,case_id,cluster_id,domain,contrast,phenotype,high_margin,low_margin,effect
qwen3-4b,semantic,semantic:stateful-customer_support-set_next_case_action-00:decoy-observation,stateful-customer_support-set_next_case_action-00,support-action-vs-channel,customer_support,decoy_success_minus_failure,explicit_failure,-19.687513839457353,-15.125039590739547,-4.562474248717805
qwen3-4b,semantic,semantic:stateful-customer_support-set_next_case_action-01:decoy-observation,stateful-customer_support-set_next_case_action-01,support-action-vs-channel,customer_support,decoy_success_minus_failure,explicit_failure,-20.56250177156624,-15.000113910916,-5.56238786065024
qwen3-4b,semantic,semantic:stateful-customer_support-set_next_case_action-02:decoy-observation,stateful-customer_support-set_next_case_action-02,support-action-vs-channel,customer_support,decoy_success_minus_failure,explicit_failure,-18.687535780506515,-16.625126814145545,-2.0624089663609695
qwen3-4b,semantic,semantic:stateful-customer_support-set_next_case_action-03:decoy-observation,stateful-customer_support-set_next_case_action-03,support-action-vs-channel,customer_support,decoy_success_minus_failure,explicit_failure,-20.500007749884382,-16.125277820247135,-4.3747299296372475
qwen3-4b,semantic,semantic:stateful-customer_support-set_next_case_action-04:decoy-observation,stateful-customer_support-set_next_case_action-04,support-action-vs-channel,customer_support,decoy_success_minus_failure,explicit_failure,-19.812503708305492,-17.500033707718146,-2.3124700005873464
qwen3-4b,semantic,semantic:stateful-customer_support-set_refund_maximum_amount-00:decoy-observation,stateful-customer_support-set_refund_maximum_amount-00,support-refund-vs-duplicate,customer_support,decoy_success_minus_failure,explicit_failure,-19.68750141033709,-12.500118738549403,-7.187382671787688
qwen3-4b,semantic,semantic:stateful-customer_support-set_refund_maximum_amount-01:decoy-observation,stateful-customer_support-set_refund_maximum_amount-01,support-refund-vs-duplicate,customer_support,decoy_success_minus_failure,explicit_failure,-20.500001947362357,-14.500022793519555,-5.999979153842801
qwen3-4b,semantic,semantic:stateful-customer_support-set_refund_maximum_amount-02:decoy-observation,stateful-customer_support-set_refund_maximum_amount-02,support-refund-vs-duplicate,customer_support,decoy_success_minus_failure,explicit_failure,-19.00000152561578,-13.50015723422726,-5.49984429138852
qwen3-4b,semantic,semantic:stateful-customer_support-set_refund_maximum_amount-03:decoy-observation,stateful-customer_support-set_refund_maximum_amount-03,support-refund-vs-duplicate,customer_support,decoy_success_minus_failure,explicit_failure,-19.625008249922843,-12.750257205742173,-6.87475104418067
qwen3-4b,semantic,semantic:stateful-customer_support-set_refund_maximum_amount-04:decoy-observation,stateful-customer_support-set_refund_maximum_amount-04,support-refund-vs-duplicate,customer_support,decoy_success_minus_failure,explicit_failure,-19.750002192643585,-14.37513068627949,-5.374871506364094
qwen3-4b,semantic,semantic:stateful-customer_support-set_sla_duration_minutes-00:decoy-observation,stateful-customer_support-set_sla_duration_minutes-00,support-owner-vs-sla,customer_support,decoy_success_minus_failure,explicit_failure,-19.62500217258234,-13.125047391541557,-6.499954781040785
qwen3-4b,semantic,semantic:stateful-customer_support-set_sla_duration_minutes-01:decoy-observation,stateful-customer_support-set_sla_duration_minutes-01,support-owner-vs-sla,customer_support,decoy_success_minus_failure,explicit_failure,-19.812501860851405,-12.125165456458909,-7.6873364043924965
qwen3-4b,semantic,semantic:stateful-customer_support-set_sla_duration_minutes-02:decoy-observation,stateful-customer_support-set_sla_duration_minutes-02,support-owner-vs-sla,customer_support,decoy_success_minus_failure,explicit_failure,-19.500003021798967,-14.500045211455557,-4.99995781034341
qwen3-4b,semantic,semantic:stateful-customer_support-set_sla_duration_minutes-03:decoy-observation,stateful-customer_support-set_sla_duration_minutes-03,support-owner-vs-sla,customer_support,decoy_success_minus_failure,explicit_failure,-18.6691288957716,-12.25008942581556,-6.41903946995604
qwen3-4b,semantic,semantic:stateful-customer_support-set_sla_duration_minutes-04:decoy-observation,stateful-customer_support-set_sla_duration_minutes-04,support-owner-vs-sla,customer_support,decoy_success_minus_failure,explicit_failure,-19.37500149539484,-14.87505291219719,-4.49994858319765
qwen3-4b,semantic,semantic:stateful-finance_ledger-post_transaction_fee-00:decoy-observation,stateful-finance_ledger-post_transaction_fee-00,finance-fee-vs-tax-basis,finance_ledger,decoy_success_minus_failure,explicit_failure,-19.937503383094366,-14.750030101254325,-5.187473281840042
qwen3-4b,semantic,semantic:stateful-finance_ledger-post_transaction_fee-01:decoy-observation,stateful-finance_ledger-post_transaction_fee-01,finance-fee-vs-tax-basis,finance_ledger,decoy_success_minus_failure,explicit_failure,-20.250003426717363,-16.375010262657646,-3.874993164059717
qwen3-4b,semantic,semantic:stateful-finance_ledger-post_transaction_fee-02:decoy-observation,stateful-finance_ledger-post_transaction_fee-02,finance-fee-vs-tax-basis,finance_ledger,decoy_success_minus_failure,explicit_failure,-18.500003726135233,-16.250049657881,-2.249954068254233
qwen3-4b,semantic,semantic:stateful-finance_ledger-post_transaction_fee-03:decoy-observation,stateful-finance_ledger-post_transaction_fee-03,finance-fee-vs-tax-basis,finance_ledger,decoy_success_minus_failure,explicit_failure,-19.812504960044514,-13.250066183382842,-6.562438776661672
qwen3-4b,semantic,semantic:stateful-finance_ledger-post_transaction_fee-04:decoy-observation,stateful-finance_ledger-post_transaction_fee-04,finance-fee-vs-tax-basis,finance_ledger,decoy_success_minus_failure,explicit_failure,-18.75000296618532,-14.625080285525804,-4.124922680659516
qwen3-4b,semantic,semantic:stateful-finance_ledger-record_tax_basis-00:decoy-observation,stateful-finance_ledger-record_tax_basis-00,finance-fee-vs-tax-basis,finance_ledger,decoy_success_minus_failure,explicit_failure,-20.81250333777517,-14.875040065148873,-5.937463272626296
qwen3-4b,semantic,semantic:stateful-finance_ledger-record_tax_basis-01:decoy-observation,stateful-finance_ledger-record_tax_basis-01,finance-fee-vs-tax-basis,finance_ledger,decoy_success_minus_failure,explicit_failure,-19.750002591083252,-15.000052637768817,-4.7499499533144345
qwen3-4b,semantic,semantic:stateful-finance_ledger-record_tax_basis-02:decoy-observation,stateful-finance_ledger-record_tax_basis-02,finance-fee-vs-tax-basis,finance_ledger,decoy_success_minus_failure,explicit_failure,-20.187502294202503,-16.625020758003437,-3.5624815361990656
qwen3-4b,semantic,semantic:stateful-finance_ledger-record_tax_basis-03:decoy-observation,stateful-finance_ledger-record_tax_basis-03,finance-fee-vs-tax-basis,finance_ledger,decoy_success_minus_failure,explicit_failure,-20.18750233273981,-14.500063678313296,-5.687438654426515
qwen3-4b,semantic,semantic:stateful-finance_ledger-record_tax_basis-04:decoy-observation,stateful-finance_ledger-record_tax_basis-04,finance-fee-vs-tax-basis,finance_ledger,decoy_success_minus_failure,explicit_failure,-19.625002902037444,-15.750070568532017,-3.874932333505427
qwen3-4b,semantic,semantic:stateful-finance_ledger-set_account_hold_amount-00:decoy-observation,stateful-finance_ledger-set_account_hold_amount-00,finance-ledger-vs-hold,finance_ledger,decoy_success_minus_failure,explicit_failure,-20.18750233394288,-14.000384369071782,-6.187117964871099
qwen3-4b,semantic,semantic:stateful-finance_ledger-set_account_hold_amount-01:decoy-observation,stateful-finance_ledger-set_account_hold_amount-01,finance-ledger-vs-hold,finance_ledger,decoy_success_minus_failure,explicit_failure,-19.875002397963968,-13.250162521693582,-6.624839876270386
qwen3-4b,semantic,semantic:stateful-finance_ledger-set_account_hold_amount-02:decoy-observation,stateful-finance_ledger-set_account_hold_amount-02,finance-ledger-vs-hold,finance_ledger,decoy_success_minus_failure,explicit_failure,-19.750003154604357,-16.00011381074505,-3.7498893438593086
qwen3-4b,semantic,semantic:stateful-finance_ledger-set_account_hold_amount-03:decoy-observation,stateful-finance_ledger-set_account_hold_amount-03,finance-ledger-vs-hold,finance_ledger,decoy_success_minus_failure,explicit_failure,-20.5000020624174,-13.500300189544426,-6.999701872872976
qwen3-4b,semantic,semantic:stateful-finance_ledger-set_account_hold_amount-04:decoy-observation,stateful-finance_ledger-set_account_hold_amount-04,finance-ledger-vs-hold,finance_ledger,decoy_success_minus_failure,explicit_failure,-21.334964490456187,-14.750067370950802,-6.584897119505385
qwen3-4b,semantic,semantic:stateful-finance_ledger-set_audit_event_reference-00:decoy-observation,stateful-finance_ledger-set_audit_event_reference-00,finance-journal-vs-audit-event,finance_ledger,decoy_success_minus_failure,explicit_failure,-19.062501878440784,-13.001146043783741,-6.061355834657043
qwen3-4b,semantic,semantic:stateful-finance_ledger-set_audit_event_reference-01:decoy-observation,stateful-finance_ledger-set_audit_event_reference-01,finance-journal-vs-audit-event,finance_ledger,decoy_success_minus_failure,explicit_failure,-19.18750217759837,-11.501983556103774,-7.6855186214945945
qwen3-4b,semantic,semantic:stateful-finance_ledger-set_audit_event_reference-02:decoy-observation,stateful-finance_ledger-set_audit_event_reference-02,finance-journal-vs-audit-event,finance_ledger,decoy_success_minus_failure,explicit_failure,-18.50000140111389,-12.750559793488286,-5.749441607625606
qwen3-4b,semantic,semantic:stateful-finance_ledger-set_audit_event_reference-03:decoy-observation,stateful-finance_ledger-set_audit_event_reference-03,finance-journal-vs-audit-event,finance_ledger,decoy_success_minus_failure,explicit_failure,-18.375000833218813,-13.12652186650886,-5.248478966709953
qwen3-4b,semantic,semantic:stateful-finance_ledger-set_audit_event_reference-04:decoy-observation,stateful-finance_ledger-set_audit_event_reference-04,finance-journal-vs-audit-event,finance_ledger,decoy_success_minus_failure,explicit_failure,-18.500001918873053,-13.750506904602567,-4.749495014270487
qwen3-4b,semantic,semantic:stateful-finance_ledger-set_budget_planned_amount-00:decoy-observation,stateful-finance_ledger-set_budget_planned_amount-00,finance-statement-vs-budget,finance_ledger,decoy_success_minus_failure,explicit_failure,-20.12500257026219,-13.875163111098828,-6.249839459163361
qwen3-4b,semantic,semantic:stateful-finance_ledger-set_budget_planned_amount-01:decoy-observation,stateful-finance_ledger-set_budget_planned_amount-01,finance-statement-vs-budget,finance_ledger,decoy_success_minus_failure,explicit_failure,-19.43750208108073,-12.750061654204373,-6.687440426876357
qwen3-4b,semantic,semantic:stateful-finance_ledger-set_budget_planned_amount-02:decoy-observation,stateful-finance_ledger-set_budget_planned_amount-02,finance-statement-vs-budget,finance_ledger,decoy_success_minus_failure,explicit_failure,-19.375001618702335,-14.500292439398521,-4.874709179303814
qwen3-4b,semantic,semantic:stateful-finance_ledger-set_budget_planned_amount-03:decoy-observation,stateful-finance_ledger-set_budget_planned_amount-03,finance-statement-vs-budget,finance_ledger,decoy_success_minus_failure,explicit_failure,-19.875001660330454,-12.87506760899597,-6.999934051334485
qwen3-4b,semantic,semantic:stateful-finance_ledger-set_budget_planned_amount-04:decoy-observation,stateful-finance_ledger-set_budget_planned_amount-04,finance-statement-vs-budget,finance_ledger,decoy_success_minus_failure,explicit_failure,-18.81250215290281,-14.625038639673491,-4.187463513229318
qwen3-4b,semantic,semantic:stateful-finance_ledger-set_fx_exchange_rate-00:decoy-observation,stateful-finance_ledger-set_fx_exchange_rate-00,finance-fx-vs-payment,finance_ledger,decoy_success_minus_failure,explicit_failure,-19.375006420661066,-14.75003364934544,-4.624972771315626
qwen3-4b,semantic,semantic:stateful-finance_ledger-set_fx_exchange_rate-01:decoy-observation,stateful-finance_ledger-set_fx_exchange_rate-01,finance-fx-vs-payment,finance_ledger,decoy_success_minus_failure,explicit_failure,-18.93750403599281,-14.125057643982771,-4.812446392010038
qwen3-4b,semantic,semantic:stateful-finance_ledger-set_fx_exchange_rate-02:decoy-observation,stateful-finance_ledger-set_fx_exchange_rate-02,finance-fx-vs-payment,finance_ledger,decoy_success_minus_failure,explicit_failure,-18.437502329563856,-13.875055520170704,-4.562446809393151
qwen3-4b,semantic,semantic:stateful-finance_ledger-set_fx_exchange_rate-03:decoy-observation,stateful-finance_ledger-set_fx_exchange_rate-03,finance-fx-vs-payment,finance_ledger,decoy_success_minus_failure,explicit_failure,-19.37500280389409,-13.875043902883888,-5.499958901010203
