model,family,control,recipient_pair_id,donor_pair_id
qwen3-8b,structural,same_condition_token_matched,structural:customer_support-case_owner-03:sub-operations-no-last:after_penultimate_success,structural:customer_support-case_priority-02:sub-operations-no-last:after_penultimate_success
qwen3-8b,structural,same_condition_token_matched,structural:customer_support-case_priority-02:sub-operations-no-last:after_penultimate_success,structural:customer_support-next_action-02:sub-operations-no-last:after_penultimate_success
qwen3-8b,structural,same_condition_token_matched,structural:customer_support-case_priority-03:sub-operations-no-last:after_penultimate_success,structural:customer_support-next_action-02:sub-operations-no-last:after_penultimate_success
qwen3-8b,structural,same_condition_token_matched,structural:customer_support-contact_channel-01:sub-operations-no-last:after_penultimate_success,structural:customer_support-next_action-04:sub-operations-no-last:after_penultimate_success
qwen3-8b,structural,same_condition_token_matched,structural:customer_support-contact_channel-02:sub-operations-no-last:after_penultimate_success,structural:customer_support-next_action-01:sub-operations-no-last:after_penultimate_success
qwen3-8b,structural,same_condition_token_matched,structural:customer_support-contact_channel-04:sub-operations-no-last:after_penultimate_success,structural:customer_support-next_action-04:sub-operations-no-last:after_penultimate_success
qwen3-8b,structural,same_condition_token_matched,structural:customer_support-escalation_target-00:sub-operations-no-last:after_penultimate_success,structural:customer_support-case_priority-02:sub-operations-no-last:after_penultimate_success
qwen3-8b,structural,same_condition_token_matched,structural:customer_support-escalation_target-02:sub-operations-no-last:after_penultimate_success,structural:customer_support-refund_eligibility-04:sub-operations-no-last:after_penultimate_success
qwen3-8b,structural,same_condition_token_matched,structural:customer_support-escalation_target-03:sub-operations-no-last:after_penultimate_success,structural:customer_support-refund_eligibility-04:sub-operations-no-last:after_penultimate_success
qwen3-8b,structural,same_condition_token_matched,structural:customer_support-escalation_target-04:sub-operations-no-last:after_penultimate_success,structural:customer_support-refund_eligibility-00:sub-operations-no-last:after_penultimate_success
qwen3-8b,structural,same_condition_token_matched,structural:customer_support-next_action-01:sub-operations-no-last:after_penultimate_success,structural:customer_support-case_priority-03:sub-operations-no-last:after_penultimate_success
qwen3-8b,structural,same_condition_token_matched,structural:customer_support-next_action-02:sub-operations-no-last:after_penultimate_success,structural:customer_support-case_priority-03:sub-operations-no-last:after_penultimate_success
qwen3-8b,structural,same_condition_token_matched,structural:customer_support-next_action-04:sub-operations-no-last:after_penultimate_success,structural:customer_support-contact_channel-02:sub-operations-no-last:after_penultimate_success
qwen3-8b,structural,same_condition_token_matched,structural:customer_support-refund_eligibility-00:sub-operations-no-last:after_penultimate_success,structural:customer_support-escalation_target-03:sub-operations-no-last:after_penultimate_success
qwen3-8b,structural,same_condition_token_matched,structural:customer_support-refund_eligibility-02:sub-operations-no-last:after_penultimate_success,structural:customer_support-escalation_target-03:sub-operations-no-last:after_penultimate_success
qwen3-8b,structural,same_condition_token_matched,structural:customer_support-refund_eligibility-04:sub-operations-no-last:after_penultimate_success,structural:customer_support-escalation_target-04:sub-operations-no-last:after_penultimate_success
qwen3-8b,structural,same_condition_token_matched,structural:procurement_suppliers-contract_compliance-00:sub-operations-no-last:after_penultimate_success,structural:procurement_suppliers-supplier_eligibility-02:sub-operations-no-last:after_penultimate_success
qwen3-8b,structural,same_condition_token_matched,structural:procurement_suppliers-contract_compliance-03:sub-operations-no-last:after_penultimate_success,structural:procurement_suppliers-purchase_limit-03:sub-operations-no-last:after_penultimate_success
qwen3-8b,structural,same_condition_token_matched,structural:procurement_suppliers-contract_compliance-04:sub-operations-no-last:after_penultimate_success,structural:procurement_suppliers-purchase_limit-03:sub-operations-no-last:after_penultimate_success
qwen3-8b,structural,same_condition_token_matched,structural:procurement_suppliers-expedite_decision-00:sub-operations-no-last:after_penultimate_success,structural:procurement_suppliers-supplier_eligibility-02:sub-operations-no-last:after_penultimate_success
qwen3-8b,structural,same_condition_token_matched,structural:procurement_suppliers-expedite_decision-01:sub-operations-no-last:after_penultimate_success,structural:procurement_suppliers-contract_compliance-03:sub-operations-no-last:after_penultimate_success
qwen3-8b,structural,same_condition_token_matched,structural:procurement_suppliers-expedite_decision-02:sub-operations-no-last:after_penultimate_success,structural:procurement_suppliers-contract_compliance-03:sub-operations-no-last:after_penultimate_success
qwen3-8b,structural,same_condition_token_matched,structural:procurement_suppliers-expedite_decision-03:sub-operations-no-last:after_penultimate_success,structural:procurement_suppliers-supplier_eligibility-01:sub-operations-no-last:after_penultimate_success
qwen3-8b,structural,same_condition_token_matched,structural:procurement_suppliers-lead_time-00:sub-operations-no-last:after_penultimate_success,structural:procurement_suppliers-vendor_score-00:sub-operations-no-last:after_penultimate_success
qwen3-8b,structural,same_condition_token_matched,structural:procurement_suppliers-lead_time-01:sub-operations-no-last:after_penultimate_success,structural:procurement_suppliers-supplier_eligibility-00:sub-operations-no-last:after_penultimate_success
qwen3-8b,structural,same_condition_token_matched,structural:procurement_suppliers-lead_time-02:sub-operations-no-last:after_penultimate_success,structural:procurement_suppliers-vendor_score-02:sub-operations-no-last:after_penultimate_success
qwen3-8b,structural,same_condition_token_matched,structural:procurement_suppliers-purchase_limit-01:sub-operations-no-last:after_penultimate_success,structural:procurement_suppliers-contract_compliance-04:sub-operations-no-last:after_penultimate_success
qwen3-8b,structural,same_condition_token_matched,structural:procurement_suppliers-purchase_limit-03:sub-operations-no-last:after_penultimate_success,structural:procurement_suppliers-contract_compliance-04:sub-operations-no-last:after_penultimate_success
qwen3-8b,structural,same_condition_token_matched,structural:procurement_suppliers-quote_rank-02:sub-operations-no-last:after_penultimate_success,structural:procurement_suppliers-receipt_variance-01:sub-operations-no-last:after_penultimate_success
qwen3-8b,structural,same_condition_token_matched,structural:procurement_suppliers-quote_rank-03:sub-operations-no-last:after_penultimate_success,structural:procurement_suppliers-return_authorization-02:sub-operations-no-last:after_penultimate_success
qwen3-8b,structural,same_condition_token_matched,structural:procurement_suppliers-quote_rank-04:sub-operations-no-last:after_penultimate_success,structural:procurement_suppliers-receipt_variance-01:sub-operations-no-last:after_penultimate_success
qwen3-8b,structural,same_condition_token_matched,structural:procurement_suppliers-receipt_variance-01:sub-operations-no-last:after_penultimate_success,structural:procurement_suppliers-quote_rank-02:sub-operations-no-last:after_penultimate_success
qwen3-8b,structural,same_condition_token_matched,structural:procurement_suppliers-return_authorization-02:sub-operations-no-last:after_penultimate_success,structural:procurement_suppliers-quote_rank-03:sub-operations-no-last:after_penultimate_success
qwen3-8b,structural,same_condition_token_matched,structural:procurement_suppliers-return_authorization-03:sub-operations-no-last:after_penultimate_success,structural:procurement_suppliers-quote_rank-03:sub-operations-no-last:after_penultimate_success
qwen3-8b,structural,same_condition_token_matched,structural:procurement_suppliers-supplier_eligibility-00:sub-operations-no-last:after_penultimate_success,structural:procurement_suppliers-lead_time-01:sub-operations-no-last:after_penultimate_success
qwen3-8b,structural,same_condition_token_matched,structural:procurement_suppliers-supplier_eligibility-01:sub-operations-no-last:after_penultimate_success,structural:procurement_suppliers-expedite_decision-03:sub-operations-no-last:after_penultimate_success
qwen3-8b,structural,same_condition_token_matched,structural:procurement_suppliers-supplier_eligibility-02:sub-operations-no-last:after_penultimate_success,structural:procurement_suppliers-contract_compliance-00:sub-operations-no-last:after_penultimate_success
qwen3-8b,structural,same_condition_token_matched,structural:procurement_suppliers-supplier_eligibility-03:sub-operations-no-last:after_penultimate_success,structural:procurement_suppliers-contract_compliance-00:sub-operations-no-last:after_penultimate_success
qwen3-8b,structural,same_condition_token_matched,structural:procurement_suppliers-vendor_score-00:sub-operations-no-last:after_penultimate_success,structural:procurement_suppliers-lead_time-00:sub-operations-no-last:after_penultimate_success
